SATD;Path;Line;Priority
The following is a work-around for the problem on Mac OS X where;app/src/net/sourceforge/squirrel_sql/client/Application.java;1156;0.0
That's why we can't use _sqlEntryPanelIdentifier;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/netbeans/NetbeansSQLEditorPane.java;168;0.0
Setting the starting position is ugly.  I just picked a point.;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/DataSetViewerEditableTablePanel.java;375;0.0
same hack as above.;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/ColTypeMapper.java;172;0.0
right of the selected tab is selected.  This is a work-around for;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/ObjectTreeTabbedPane.java;120;0.0
only function easilly available from the Arrays class);fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/MyTableModel.java;197;0.0
One may ask why we don't register the key strokes permanently.;plugins/syntax/src/net/sourceforge/squirrel_sql/plugins/syntax/KeyManager.java;25;0.0
OK, this is a hack.  Currently, when precision == scale, I have;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/ColTypeMapper.java;148;0.0
Need better test for Windows;test/src/net/sourceforge/squirrel_sql/fw/util/FileTest.java;1782;0.0
Move any i18n files that are located in the core downloads dir to the i18n downloads dir. The spring;app/src/net/sourceforge/squirrel_sql/client/update/downloader/ArtifactDownloaderImpl.java;215;0.0
maybe with Inner join better performance;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/MergeTableCommand.java;278;0.0
JASON: Make menu smarter. When second window for the same;app/src/net/sourceforge/squirrel_sql/client/gui/WindowManager.java;1056;0.0
isEditableXXX() methods in this class is to say that the column;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/cellcomponent/CellComponentFactory.java;617;0.0
is at best broken and unusable. Still, we do what the JDBC;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;805;0.0
Inserts are not properly separated. We give up.;fw/src/net/sourceforge/squirrel_sql/fw/codereformat/CodeReformator.java;181;0.0
If you think your selected Look and Feel slows down SQuirreL switch to a Metal or Plastic Look and Feel.];plugins/laf/src/net/sourceforge/squirrel_sql/plugins/laf/LAFPreferencesTab.java;179;0.0
I cannot think of any reason for doing anything;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/PopupEditableIOPanel.java;853;0.0
have been stopped from editing by the isEditableXXX methods),;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/cellcomponent/CellComponentFactory.java;191;0.0
Hack!!! hopefully the FK name will always be the last token!;plugins/refactoring/src/net/sourceforge/squirrel_sql/plugins/refactoring/commands/DropTablesCommand.java;403;0.0
HACK: some dbs (like Frontbase) don't support boolean;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;827;0.0
Hack to deal with Ingres IIE* meta tables.;plugins/dbcopy/test/net/sourceforge/squirrel_sql/plugins/dbcopy/MockSessionInfoProvider.java;132;0.0
Hack to deal with Firebird's RDB meta tables.;plugins/dbcopy/test/net/sourceforge/squirrel_sql/plugins/dbcopy/MockSessionInfoProvider.java;144;0.0
Hack to deal with Axion AXION_* tables.;plugins/dbcopy/test/net/sourceforge/squirrel_sql/plugins/dbcopy/MockSessionInfoProvider.java;138;0.0
guard against something really stupid;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/PopupEditableIOPanel.java;440;0.0
go away since the user may be able to fix the problem;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/RowDataInputFrame.java;171;0.0
Fix the case according to what the database tells us.;plugins/dbcopy/src/net/sourceforge/squirrel_sql/plugins/dbcopy/util/DBUtil.java;1790;0.0
Fix the case according to what the database tells us.;plugins/dbdiff/src/net/sourceforge/squirrel_sql/plugins/dbdiff/util/DBUtil.java;692;0.0
extracted. Should we keep it around? How about using the current release.xml file ? Come to;app/src/net/sourceforge/squirrel_sql/client/update/gui/installer/ArtifactInstallerImpl.java;459;0.0
Evil hack to split the vacuum output a little.;plugins/postgres/src/net/sourceforge/squirrel_sql/plugins/postgres/commands/VacuumDatabaseCommand.java;139;0.0
do not dispose of this panel if there is a problem;app/src/net/sourceforge/squirrel_sql/client/session/properties/EditWhereColsSheet.java;192;0.0
classpath. So as a work-around, we simply ensure that they are where they should be anyway.;app/src/net/sourceforge/squirrel_sql/client/update/downloader/ArtifactDownloaderImpl.java;217;0.0
"Bug 2531193: Oracle create table script the ""ON UPDATE"" is wrong";fw/src/net/sourceforge/squirrel_sql/fw/dialects/DialectUtils.java;2627;0.0
better safe than sorry!;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/CellImportExportInfoSaver.java;140;0.0
better safe than sorry!;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/CellImportExportInfoSaver.java;182;0.0
better safe than sorry!;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/CellImportExportInfoSaver.java;90;0.0
because it would mean a lot more work on every single AWT;app/src/net/sourceforge/squirrel_sql/client/util/EventDispatchThreadHangMonitor.java;74;0.0
be the best way to get around the problem.;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/tabs/table/ContentsTab.java;252;0.0
an ObjectTree frame is created.  This is a really crappy and unreliable;app/src/net/sourceforge/squirrel_sql/client/session/mainpanel/objecttree/ObjectTreePanel.java;1092;0.0
alt may not work. This code is a workaround. See bug report;app/src/net/sourceforge/squirrel_sql/client/gui/mainframe/MainFrame.java;402;0.0
a directory). TODO: We should probably replace this test;test/src/net/sourceforge/squirrel_sql/fw/util/FileTest.java;454;0.0
// used earlier. We use this little (ugly) trick to keep users being confused by;app/src/net/sourceforge/squirrel_sql/client/session/properties/SessionProperties.java;812;0.0
// TODO: Remove some time later;app/src/net/sourceforge/squirrel_sql/client/session/properties/SessionProperties.java;814;0.0
* TODO: Work out why  * KLUDGE: For some reason, I am not able to get the sheet to  * size correctly. It always displays with a size that causes  * the sub-panels to have their scrollbars showing. Add a bit  * of an increase in the size of the panel so the scrollbars  * are not displayed.;app/src/net/sourceforge/squirrel_sql/client/session/properties/EditWhereColsSheet.java;130-137;0.0
* TODO: When 1.4 is the earliest version supported, add the following line: *setSurrendersFocusOnKeystroke(true), * This should help handle some problems with navigation using tab & return * to move through cells.;fw/src/net/sourceforge/squirrel_sql/fw/datasetviewer/DataSetViewerTablePanel.java;200-205;0.0
* TODO: This shouldn't be public. Its only been done for the JComplete  * plugin. At some stage this method will be returned to package visibility.;app/src/net/sourceforge/squirrel_sql/client/gui/session/SessionPanel.java;361-364;0.0
* TODO: This should not be public. Check all usages of it  * and put appropriate methods in an API object.;app/src/net/sourceforge/squirrel_sql/client/gui/session/SessionPanel.java;215-218;0.0
"* TODO: this is a bug in the code at the moment.  If table ""test"" isn't qualified then this test passes -   * so we need to beef up qualified tablename handling.";test/src/net/sourceforge/squirrel_sql/client/session/EditableSqlCheckTest.java;63-66;0.0
* TODO: move to IOUtilities  *   * @see net.sourceforge.squirrel_sql.client.update.UpdateUtil#createZipFile(FileWrapper, FileWrapper[]);app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;723-727;0.0
* TODO: Delete this class - unused;plugins/mysql/src/net/sourceforge/squirrel_sql/plugins/mysql/gui/AlterTablePanelBuilder.java;04/jun;0.0
* TODO: Clean this mess up!!!! Load plugins. Load all plugin jars into class loader.;app/src/net/sourceforge/squirrel_sql/client/plugin/IPluginManager.java;94-96;0.0
* the utility class that reads and writes release info from/to the release.xml file TODO: Spring-inject  * when this class is a Spring bean;app/src/net/sourceforge/squirrel_sql/client/update/UpdateUtilImpl.java;146-149;0.0
* Save into these attributes the parameters of the last message being output.  * @todo In the near future: if more than one message shall be remembered, then these variables  * need to be replaced with a dynamic storage (ArrayList or similar).;app/src/net/sourceforge/squirrel_sql/client/session/MessagePanel.java;71-75;0.0
"* For Oracle 10g we could say something like :  *  * ""where XMLSERIALIZE(CONTENT "" + _colDef.getLabel() +"") like '<value>'"" *  * This doesn't appear to work on Oracle 9i at the moment, so we will * avoid using this column in any where clause if the value is non-null, * which is what the superclass implementation does. *  * TODO: Find a way to do this for both versions or split this behavior * so that it works on 10g and is disabled on 9i.";plugins/oracle/src/net/sourceforge/squirrel_sql/plugins/oracle/types/OracleXmlTypeDataTypeComponent.java;113-124;0.0
*      *      * Implement IDataSetUpdateableModel interface      * and IDataSetUpdateableTableModel interface      *      * TODO: THIS CODE WAS COPIED FROM ContentsTab.  IT SHOULD PROBABLY      * BE PUT INTO A COMMON LOCATION AND SHARED BY BOTH THIS      * CLASS AND ContentsTab.      *      *;app/src/net/sourceforge/squirrel_sql/client/session/SQLExecuterTask.java;632-643;0.0
